date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:08:00	60535/60535	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2020:29:23%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/cloudhost.html	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/cloudhost.html	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:00	41626/41626	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2020:31:19%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/services.html	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/services.html	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:00	40355/40355	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2020:28:31%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/blog.html	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/blog.html	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:01	38440/38440	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2020:29:39%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/contact.html	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/contact.html	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:01	538/538	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:35:58%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/i2.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/i2.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:01	714/714	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:35:58%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/i1.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/i1.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:01	1219/1219	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:35:58%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/i3.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/i3.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:01	654/654	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:36:00%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/i6.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/i6.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:02	39474/39474	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:30:24%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/choose/hostings.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/choose/hostings.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:03	44065/44065	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2019:33:12%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/tab/tabhost1.jpg	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/tab/tabhost1.jpg	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:03	32281/32281	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:33:12%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/tab/tabhost3.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/tab/tabhost3.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:03	18008/18008	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:33:12%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/tab/tabhost2.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/tab/tabhost2.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:03	2469/2469	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:35:58%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/com.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/com.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:03	2277/2277	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:36:00%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/net.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/net.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:03	5687/5687	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:36:00%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/info.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/info.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:04	8496/8496	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:36:00%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/org.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/org.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:04	8257/8257	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Dec%202022%2014:58:32%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/visa.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/visa.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:04	1124/1124	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:36:00%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/master-card.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/master-card.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:04	2339/2339	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:36:00%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/jcb.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/jcb.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:05	2223/2223	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:36:00%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/paypal.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/hosting/paypal.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:05	34416/34416	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2019:32:30%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/testimonial/c1.jpg	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/testimonial/c1.jpg	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:05	31957/31957	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2019:32:30%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/testimonial/c2.jpg	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/testimonial/c2.jpg	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:05	36259/36259	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2019:32:30%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/testimonial/c3.jpg	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/testimonial/c3.jpg	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:05	17701/17701	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Dec%202022%2000:21:54%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/server/user.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/server/user.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:06	129124/129124	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Dec%202022%2001:33:36%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/faq/right.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/faq/right.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:06	2339/2339	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:33:56%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/sponsor/jcb.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/sponsor/jcb.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:06	3049/3049	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:33:56%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/sponsor/visa.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/sponsor/visa.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:06	2223/2223	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:33:56%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/sponsor/paypal.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/sponsor/paypal.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:07	1124/1124	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2019:33:56%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/sponsor/master-card.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/sponsor/master-card.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:07	4692/4692	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Jan%202023%2019:49:38%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/logo/logo-black.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/logo/logo-black.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:07	739/739	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Sep%202022%2017:40:30%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/footer/email.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/footer/email.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:07	1132/1132	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Sep%202022%2017:40:42%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/footer/phone.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/footer/phone.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:07	4778/4778	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Jan%202023%2022:03:46%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/img/modal/flowers.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/img/modal/flowers.png	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:08	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2027%20Aug%202022%2022:30:42%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/jquery-3.6.0.min.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/jquery-3.6.0.min.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:08	8833/8833	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2005%20Sep%202022%2015:10:00%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/jquery.waypoints.min.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/jquery.waypoints.min.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:08	207964/207964	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2027%20Aug%202022%2022:30:42%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/bootstrap.bundle.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/bootstrap.bundle.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:08	1762/1762	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Apr%202022%2015:14:02%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/viewport.jquery.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/viewport.jquery.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:09	8155/8155	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2002%20Oct%202016%2012:29:14%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/wow.min.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/wow.min.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:09	12147/12147	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2027%20Aug%202022%2020:13:42%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/odometer.min.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/odometer.min.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:09	62478/62478	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202022%2016:58:52%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/owl.min.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/owl.min.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:10	2942/2942	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2007%20May%202016%2018:32:24%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/jquery.nice-select.min.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/jquery.nice-select.min.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:10	43589/43589	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Feb%202023%2020:32:07%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/magnific-popup.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/magnific-popup.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:10	6382/6382	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Feb%202023%2020:31:08%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/js/main.js	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/js/main.js	(from https://nextgenerationdev.com/demos/html/atos/atos/)
20:08:10	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Oct%202024%2023:08:11%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/css/owl.video.play.png	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/css/owl.video.play.png	(from https://nextgenerationdev.com/demos/html/atos/atos/assets/css/owl.min.css)
20:08:11	107460/107460	---M--	200	added ('OK')	font/woff2	date:Sat,%2027%20Aug%202022%2021:47:10%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-brands-400.woff2	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-brands-400.woff2	(from https://nextgenerationdev.com/demos/html/atos/atos/assets/css/all.min.css)
20:08:11	186112/186112	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2027%20Aug%202022%2021:47:10%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-brands-400.ttf	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-brands-400.ttf	(from https://nextgenerationdev.com/demos/html/atos/atos/assets/css/all.min.css)
20:08:12	25096/25096	---M--	200	added ('OK')	font/woff2	date:Sat,%2027%20Aug%202022%2021:47:10%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-regular-400.woff2	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-regular-400.woff2	(from https://nextgenerationdev.com/demos/html/atos/atos/assets/css/all.min.css)
20:08:12	62048/62048	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2027%20Aug%202022%2021:47:10%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-regular-400.ttf	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-regular-400.ttf	(from https://nextgenerationdev.com/demos/html/atos/atos/assets/css/all.min.css)
20:08:12	150472/150472	---M--	200	added ('OK')	font/woff2	date:Sat,%2027%20Aug%202022%2021:47:10%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-solid-900.woff2	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-solid-900.woff2	(from https://nextgenerationdev.com/demos/html/atos/atos/assets/css/all.min.css)
20:08:13	4584/4584	---M--	200	added ('OK')	font/woff2	date:Sat,%2027%20Aug%202022%2021:47:10%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-v4compatibility.woff2	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-v4compatibility.woff2	(from https://nextgenerationdev.com/demos/html/atos/atos/assets/css/all.min.css)
20:08:13	397728/397728	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2027%20Aug%202022%2021:47:10%20GMT	https://nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-solid-900.ttf	C:/Users/CFK%20GROUP%2010/Desktop/Monster/nextgenerationdev.com/demos/html/atos/atos/assets/webfonts/fa-solid-900.ttf	(from https://nextgenerationdev.com/demos/html/atos/atos/assets/css/all.min.css)
